  0.00000000E+00 -0.37968275E+01
  0.99217732E-02 -0.37983859E+01
  0.19843546E-01 -0.38030375E+01
  0.29765320E-01 -0.38107139E+01
  0.39687093E-01 -0.38213051E+01
  0.49608866E-01 -0.38346662E+01
  0.59530639E-01 -0.38506245E+01
  0.69452413E-01 -0.38689881E+01
  0.79374186E-01 -0.38895542E+01
  0.89295959E-01 -0.39121173E+01
  0.99217732E-01 -0.39364758E+01
  0.10913951E+00 -0.39624378E+01
  0.11906128E+00 -0.39898258E+01
  0.12898305E+00 -0.40184790E+01
  0.13890483E+00 -0.40482557E+01
  0.14882660E+00 -0.40790332E+01
  0.15874837E+00 -0.41107074E+01
  0.16867014E+00 -0.41431917E+01
  0.17859192E+00 -0.41764147E+01
  0.18851369E+00 -0.42103181E+01
  0.19843546E+00 -0.42448538E+01
  0.20835724E+00 -0.42799810E+01
  0.21827901E+00 -0.43156634E+01
  0.22820078E+00 -0.43518663E+01
  0.23812256E+00 -0.43885542E+01
  0.24804433E+00 -0.44256883E+01
  0.25796610E+00 -0.44632249E+01
  0.26788788E+00 -0.45011141E+01
  0.27780965E+00 -0.45392986E+01
  0.28773142E+00 -0.45777140E+01
  0.29765320E+00 -0.46162886E+01
  0.30757497E+00 -0.46549444E+01
  0.31749674E+00 -0.46935984E+01
  0.32741852E+00 -0.47321644E+01
  0.33734029E+00 -0.47705547E+01
  0.34726206E+00 -0.48086829E+01
  0.35718384E+00 -0.48464657E+01
  0.36710561E+00 -0.48838253E+01
  0.37702738E+00 -0.49206919E+01
  0.38694916E+00 -0.49570052E+01
  0.39687093E+00 -0.49927160E+01
  0.40679270E+00 -0.50277876E+01
  0.41671448E+00 -0.50621957E+01
  0.42663625E+00 -0.50959294E+01
  0.43655802E+00 -0.51289897E+01
  0.44647980E+00 -0.51613894E+01
  0.45640157E+00 -0.51931511E+01
  0.46632334E+00 -0.52243055E+01
  0.47624512E+00 -0.52548897E+01
  0.48616689E+00 -0.52849442E+01
  0.49608866E+00 -0.53145111E+01
  0.50601043E+00 -0.53436316E+01
  0.51593221E+00 -0.53723436E+01
  0.52585398E+00 -0.54006803E+01
  0.53577575E+00 -0.54286682E+01
  0.54569753E+00 -0.54563259E+01
  0.55561930E+00 -0.54836638E+01
  0.56554107E+00 -0.55106830E+01
  0.57546285E+00 -0.55373763E+01
  0.58538462E+00 -0.55637280E+01
  0.59530639E+00 -0.55897150E+01
  0.60522817E+00 -0.56153080E+01
  0.61514994E+00 -0.56404729E+01
  0.62507171E+00 -0.56651720E+01
  0.63499349E+00 -0.56893657E+01
  0.64491526E+00 -0.57130141E+01
  0.65483703E+00 -0.57360784E+01
  0.66475881E+00 -0.57585220E+01
  0.67468058E+00 -0.57803121E+01
  0.68460235E+00 -0.58014202E+01
  0.69452413E+00 -0.58218231E+01
  0.70444590E+00 -0.58415031E+01
  0.71436767E+00 -0.58604486E+01
  0.72428945E+00 -0.58786540E+01
  0.73421122E+00 -0.58961194E+01
  0.74413299E+00 -0.59128504E+01
  0.75405477E+00 -0.59288574E+01
  0.76397654E+00 -0.59441548E+01
  0.77389831E+00 -0.59587606E+01
  0.78382009E+00 -0.59726949E+01
  0.79374186E+00 -0.59859793E+01
  0.80366363E+00 -0.59986359E+01
  0.81358540E+00 -0.60106858E+01
  0.82350718E+00 -0.60221486E+01
  0.83342895E+00 -0.60330416E+01
  0.84335072E+00 -0.60433785E+01
  0.85327250E+00 -0.60531691E+01
  0.86319427E+00 -0.60624189E+01
  0.87311604E+00 -0.60711286E+01
  0.88303782E+00 -0.60792941E+01
  0.89295959E+00 -0.60869071E+01
  0.90288136E+00 -0.60939548E+01
  0.91280314E+00 -0.61004209E+01
  0.92272491E+00 -0.61062863E+01
  0.93264668E+00 -0.61115301E+01
  0.94256846E+00 -0.61161304E+01
  0.95249023E+00 -0.61200654E+01
  0.96241200E+00 -0.61233146E+01
  0.97233378E+00 -0.61258597E+01
  0.98225555E+00 -0.61276855E+01
  0.99217732E+00 -0.61287805E+01
  0.10020673E+01 -0.61291379E+01
  0.10119572E+01 -0.61288439E+01
  0.10218472E+01 -0.61279462E+01
  0.10317371E+01 -0.61264418E+01
  0.10416271E+01 -0.61243255E+01
  0.10515170E+01 -0.61215908E+01
  0.10614070E+01 -0.61182297E+01
  0.10712969E+01 -0.61142333E+01
  0.10811869E+01 -0.61095924E+01
  0.10910768E+01 -0.61042975E+01
  0.11009668E+01 -0.60983398E+01
  0.11108567E+01 -0.60917113E+01
  0.11207467E+01 -0.60844055E+01
  0.11306366E+01 -0.60764176E+01
  0.11405266E+01 -0.60677449E+01
  0.11504166E+01 -0.60583871E+01
  0.11603065E+01 -0.60483465E+01
  0.11701965E+01 -0.60376277E+01
  0.11800864E+01 -0.60262384E+01
  0.11899764E+01 -0.60141884E+01
  0.11998663E+01 -0.60014898E+01
  0.12097563E+01 -0.59881569E+01
  0.12196462E+01 -0.59742053E+01
  0.12295362E+01 -0.59596518E+01
  0.12394261E+01 -0.59445138E+01
  0.12493161E+01 -0.59288089E+01
  0.12592060E+01 -0.59125540E+01
  0.12690960E+01 -0.58957649E+01
  0.12789859E+01 -0.58784557E+01
  0.12888759E+01 -0.58606382E+01
  0.12987658E+01 -0.58423215E+01
  0.13086558E+01 -0.58235111E+01
  0.13185457E+01 -0.58042093E+01
  0.13284357E+01 -0.57844141E+01
  0.13383256E+01 -0.57641194E+01
  0.13482156E+01 -0.57433148E+01
  0.13581055E+01 -0.57219855E+01
  0.13679955E+01 -0.57001127E+01
  0.13778854E+01 -0.56776736E+01
  0.13877754E+01 -0.56546419E+01
  0.13976653E+01 -0.56309881E+01
  0.14075553E+01 -0.56066804E+01
  0.14174453E+01 -0.55816851E+01
  0.14273352E+01 -0.55559674E+01
  0.14372252E+01 -0.55294925E+01
  0.14471151E+01 -0.55022261E+01
  0.14570051E+01 -0.54741355E+01
  0.14668950E+01 -0.54451904E+01
  0.14767850E+01 -0.54153642E+01
  0.14866749E+01 -0.53846339E+01
  0.14965649E+01 -0.53529819E+01
  0.15064548E+01 -0.53203961E+01
  0.15163448E+01 -0.52868703E+01
  0.15262347E+01 -0.52524053E+01
  0.15361247E+01 -0.52170082E+01
  0.15460146E+01 -0.51806937E+01
  0.15559046E+01 -0.51434829E+01
  0.15657945E+01 -0.51054040E+01
  0.15756845E+01 -0.50664914E+01
  0.15855744E+01 -0.50267855E+01
  0.15954644E+01 -0.49863320E+01
  0.16053543E+01 -0.49451809E+01
  0.16152443E+01 -0.49033861E+01
  0.16251342E+01 -0.48610038E+01
  0.16350242E+01 -0.48180923E+01
  0.16449141E+01 -0.47747101E+01
  0.16548041E+01 -0.47309154E+01
  0.16646940E+01 -0.46867650E+01
  0.16745840E+01 -0.46423130E+01
  0.16844740E+01 -0.45976097E+01
  0.16943639E+01 -0.45527014E+01
  0.17042539E+01 -0.45076287E+01
  0.17141438E+01 -0.44624264E+01
  0.17240338E+01 -0.44171225E+01
  0.17339237E+01 -0.43717377E+01
  0.17438137E+01 -0.43262856E+01
  0.17537036E+01 -0.42807714E+01
  0.17635936E+01 -0.42351928E+01
  0.17734835E+01 -0.41895393E+01
  0.17833735E+01 -0.41437928E+01
  0.17932634E+01 -0.40979276E+01
  0.18031534E+01 -0.40519109E+01
  0.18130433E+01 -0.40057032E+01
  0.18229333E+01 -0.39592592E+01
  0.18328232E+01 -0.39125281E+01
  0.18427132E+01 -0.38654551E+01
  0.18526031E+01 -0.38179815E+01
  0.18624931E+01 -0.37700467E+01
  0.18723830E+01 -0.37215884E+01
  0.18822730E+01 -0.36725443E+01
  0.18921629E+01 -0.36228534E+01
  0.19020529E+01 -0.35724567E+01
  0.19119428E+01 -0.35212988E+01
  0.19218328E+01 -0.34693292E+01
  0.19317227E+01 -0.34165031E+01
  0.19416127E+01 -0.33627827E+01
  0.19515027E+01 -0.33081381E+01
  0.19613926E+01 -0.32525479E+01
  0.19712826E+01 -0.31960002E+01
  0.19811725E+01 -0.31384926E+01
  0.19910625E+01 -0.30800327E+01
  0.20009524E+01 -0.30206378E+01
  0.20108424E+01 -0.29603348E+01
  0.20207323E+01 -0.28991599E+01
  0.20306223E+01 -0.28371570E+01
  0.20405122E+01 -0.27743779E+01
  0.20504022E+01 -0.27108801E+01
  0.20602921E+01 -0.26467262E+01
